"label"	"text"
"positive"	"Okinawa concert is going to air on 1 nov. Hope someone will record it. I would love to see seunggi & shinhye :)"
"positive"	"The String Quartet Tribute To Nirvana -  Smells Like Teen Spirit | I'll play this all day on the 31st...just because http://t.co/TAMekQ8t0R"
"positive"	"Buy a DG membership between Nov 1 and 30 and you could win tickets to Ballet West's The Nutcracker! http://t.co/JqXuvmMY"
"positive"	"Morning everybody - weather's great, and I hope you all enjoy this Tuesday.   As U2 would say.... http://t.co/Oue1VI4DgA"
"positive"	"July 31 2015 The man that carried Hulk Hogan to be a star. Piper was the best talker in the business http://t.co/7tbAm3Uw1y"
"positive"	"Seth Rollins may be a 'coward' or a 'sellout' but he is definitely an awesome little ninja! #SummerSlam #TitleForTitle #CenaVsRollins"
"positive"	"@_Favs he\u2019s been my lover since 7th grade\u002c Degrassi days!!"
"positive"	"So... Uh guys. Sharknado is tomorrow. Would anyone wanna celebrate it with me on WadaTwitter"
"positive"	"@JMV1070 totally Rousey. Misha Tate took her to the 3rd round time last time and has gotten better"
"positive"	"\\"\"@bline803rasta: Mane I gotta see that Denzel movie tomorrow! Shit look like its gone be a good one\\"\"ditto. Im going to try to go tomorrow"
"positive"	"I watched Sharknado 3: Oh Hell No! today and it was really really awesome! Better than 2nd, better or on par with 1st. The Hoff on the moon!"
"positive"	"Praying for a better day tomorrow and also free Gucci, amen"
"positive"	"Happy Veteran day....may God continue 2 Bless all current &amp; former Vets. Thank you 4 all you do/done!"
"positive"	"Flew out of Burbank for the 1st time. Mind blown. I'm ruined! Sorry, LAX, we're breaking up. AND @KristinaEmerson was on my flight. WIN!"
"positive"	"Bad Blood by Kendrick Lamar and Taylor Swift may be my guilty pleasure of the year. I wish more mainstream pop was like this."
"positive"	"In today's Guide I faff around the set of TFI Friday, get drunk in its bar, chat with Chris Evans and accidentally sit on one of Little Mix"
"positive"	"#TVD is back tomorrow @ CW Network. Finally! The long wait is over!! Yay!!! Well, i can already watch it by Friday evening. @rosherxantina"
"positive"	"Alaskan musher, 25, youngest to win Iditarod: Dallas Seavey won the Iditarod Trail Sled Dog Race on Tuesday evening, becoming the you..."
"positive"	"@STRIDESO Thanks! The result may be more Sidney Crosby than Lanny McDonald, but I will post my pics with pride either way ;)"
"positive"	"I still maintain that Boris Bikes may be the best way to see London..."
"positive"	"@Mistah_Whiskahs @jcynda @bradisinnewyork saw my 1st concert in 91 acdc then saw nirvana at the big day out WOW still remember likeyesterday"
"positive"	"Ollie Schniederjans joins Paul Dunne &amp; Jordan Niebrugge as the 3rd amateur in the top 10 at #TheOpen2015! Remarkable http://t.co/5INeu6Rgwk"
"positive"	"@Sky_Armada I\u2019m taking it easy since I\u2019ll fly to Cupertino on Sunday."
"positive"	"In bed in Plymouth hotel for the last night of holidays - home tomorrow. Had fun meeting @TomDaley1994 and @toniacouch but time for home :("
"positive"	"Thank you very much Dustin Johnson. 1st round leader never in doubt!"
"positive"	"listening to the black friday remix by Kendrick Lamar, it makes me think that he's the greatest rapper right now. only straight rap."
"positive"	"All #BreakingPointe fans - join us here this Tuesday 6 PM PST where you can ask Ballet West's Allison DeBonna questions about the show!"
"positive"	"MetroPCS launches the Galaxy S III on October 22\u002c price is $499: Good news for MetroPCS cust... http://t.co/jR5U314Q more after redirect"
"positive"	"3rd day of TAKS test . Hope i do good . Lol"
"positive"	"Sydney, Newcastle - Mon 3 to Weds 5 September - Spotlight on the road sharing the Reporting, Dashboard, Franchises, @spotlightworkpa love!"
"positive"	"Kpop ignites the capital with its 2nd biggest concert in India: Kumkum Chourasia New Delhi: Delhizens witness ... http://t.co/2MaF54cPjw"
"positive"	"Happy birthday, Hank Williams. In honor if the Hank turning 88, we'll play 88 Hank songs in a row tonite @The_ZOO_Bar. #honkytonk"
"positive"	"Happy Sunday.....  Bee Gees with Walking On Air https://t.co/FEXWKNJb9i"
"positive"	"I ordered the crossed out Monday shirt that Niall wore on tour at 1 am this morning. Why? Because I can't be stopped."
"positive"	"@pmsnetwork: Best Thursday Night Football game of the season!  #TNF nah, Colts vs Texans was better. JJ Watt, that is all."
"positive"	"Saturday Nov 17th, 2012 Q Bar and Grill is the Place to be!  UFC 90's Event with Special Guests:  DJ BOBBY D... http://t.co/z96soXQf"
"positive"	"When you're really excited that the boss is buying you Dunkin after a long Friday .... @AlexxPariseau http://t.co/TQVTYs2AM9"
"positive"	"Music at Citizens Bank Park continues with the Zac Brown Band tomorrow night.  Tickets available here: http://t.co/dYafJvNB6U"
"positive"	"Off to Edinburgh today, so excited! Foo Fighters tomorrow night, I'm so ready to rock with the guys! @foofighters"
"positive"	"Tomorrow is National Ice Cream Day! How are you going to spend it? #bloggerperks #igotitfree https://t.co/eb8RTZYye3"
"positive"	"Pop bottles, make love, thug passion. Red Bottoms, Mon Claire. High fashion [;"
"positive"	"Lol Paul McCartney tomorrow, definitely don't believe it still"
"positive"	"Church was cool, I think I was expecting more though. None the less I'll be back next sunday."
"positive"	"Another huge fireworks show @ dearborn homecoming, big enough to rival detroit s, & it happen again tomorrow night!"
"positive"	"Yelawolf is still the best Yelawolf - Billy Crystal Feat Rockcity On screen lyrics: http://t.co/0iSVQN00 via #DGITjustbecause he took 4th"
"positive"	"Hello Ashton. I may not be a crazy obsessed fan, but I really do like you. that literally just sounded crazy srry im so awkward @Ashton5SOS"
"positive"	"Hi all!  I'm extending my weekend by one day!  So, please do something else life-giving Tues. night instead of yoga!  Namaste, Nancy"
"positive"	"We will be highlight our guests every Monday for #CMX2015 and we are kicking it off with Sara Moni! With Ant-Man... http://t.co/XQfcc0T8tM"
"positive"	"Here's an easy way to make ice cream sandwiches for National Ice Cream Day this Sunday!... (Vine by @tysofast) https://t.co/hB3S4IlLLO"
"positive"	"@ScReWstoN2883 This is What \"Floyd Mayweather\" AKA \"Money May\" Made When he BEAT MANNY PAQUIO.!!! LOL.... $207 MILLION.."
"positive"	"@Rikoshi @heavyrocksboar I may as well be Naruto with how much I like ramen."
"positive"	"#DixieYouthWorldSeries: Konner Eaton had an amazing diving grab in center field to get the out for #Virginia (Prince George) in the 4th."
"positive"	"@HyungJun87 Hyung Jun oppa i love you"
"positive"	"Jumma Mubarak to all Muslims. May Allah bless you all. http://t.co/YIoV1bRGIw"
"positive"	"Good day eventing today with a win on Endymion entrechat an a 5th with viscount Oscar! very early start tomorrow for event #2 in Hampshire"
"positive"	"It's that time again Friday night Lights if u free come watch my gryphons beat gaither tonight...."
"positive"	"@Suitdaddy look up Riot Fest in Chicago in May. Lets pregame hard and go to it"
"positive"	"I have tkts to see Plan B next Feb- he has already announced his support acts- Labrinth and Rudimental!!!!this news has made me tres happy"
"positive"	"Comedy Central starts beaming into SG from tomorrow on StarHub... And I am more than mildly excited abt it #tvnirvana"
"positive"	"@swamy39 U proved to be a better scriptwriter than Shazia Ilmi. #Ramdev will end fast or move to Ramlila where he has permission till 30 Aug"
"positive"	"Sox beat the Yankees tonight, great day to move from NY to Boston"
"positive"	"Study David Bowie, James Bowen and 2Pac Watch the sun set with best friends from a rooftop"
"positive"	"Fans of both Foo Fighters and Nirvana likely had that Exacta in the 4th at #Saratoga: #2 Watershed to #5 Come As You Are"
"positive"	"Raw: Two champions prepare for the most important SummerSlam event in history - This Monday http://t.co/uYIeIL7"
"positive"	"I have a feeling that Nicki's performance at the VMAs  will be the only good one tomorrow"
"positive"	"TVD is barely on it's 3rd episode of the season and the story is already super damn goooood"
"positive"	"Happy Friday everyone...Starting off we have...  Bee Gees with Country Woman https://t.co/ORRwjL3Skc"
"positive"	"On Sunday, when it's HOT &amp; also National Ice Cream Day, we'll have homemade ice cream! Try an ice cream sandwich,... http://t.co/GEar20suHd"
"positive"	"Given the fact that today is the 8th of March and all over the world we celebrate the International Women's Day,... http://t.co/WrvCdShj"
"positive"	"I bought myself a ticket for Zac Brown Band in Philly August 15. Super excited!! I'm next to the pit right up front."
"positive"	"4th day of Eid ul-Fitr, all smile, all smile :) #kosongkosong courtesy photo by zeeyasmi https://t.co/BMVZuZhW9X"
"positive"	"my #OTRAToronto seats were in the section where ZAYN sat for most of WWA . if i had been there last yr i wouldnt be alive to tweet this"
"positive"	"\\"\"Yolo\\"\" really u gonna tell me that I am living my life it may not be how it use to be but I love my life way more being a mother #RNS"
"positive"	"If you are travelling to Phuket before 31st August, we have a great deal to stay at The Kee Resort &amp; Spa, email us at honeymoon@cdqa.com"
"positive"	"I can't stop listening to Black Friday by Kendrick Lamar. Everything about that song is so right! Turned a J. Cole track into one of his own"
"positive"	"Celebrating St George\u2019s Day\u002c the Bard\u2019s Birth Day or even World Book Day? April 23rd is a great day for history\u002c heritage & culture. Enjoy!"
"positive"	"Here here for superman... err John Cena reported injured Saturday night but just fine for Monday Even got a pin FTW #CenaHateNation"
"positive"	"NLCS, Thursday night football, AND a rerun of USA v Lithuania game from the Summer Olympics. Could this night get any better? #probablynot"
"positive"	"Floyd Mayweather fights Andre Burto this Saturday. All I gotta say is where all the hype at????? Lol"
"positive"	"@DanList13 it was a Saturday when I went, stopped off en route for a few jars at Haltwhistle and Haydon Bridge so was good fun."
"positive"	"@duresport @JESnowden Yes truly. Oh and Rousey really is a world class Judoka for all the comments about 3rd place. https://t.co/bnVYsWy6f0"
"positive"	"Pepe Reina believes the stylish manner of Liverpool's 3-0 victory over FC Gomel on Thursday night could be a sign of things to come"
"positive"	"We\u2019ve just sampled some of Greg\u2019s DELICIOUS pretzels for our German themed boardroom dinner tomorrow! Yummy!"
"positive"	"@amackin07 Love! I love all the episodes with Kristin Chenoweth (she plays April Rhodes). I\u2019m a fan of hers (obviously) lol!"
"positive"	"Bulls came back Butler went crazy in the 4th"
"positive"	"@MuhommadUsman Thanks brother. Honestly speaking saw you 1st time with Kamran Shahid and felt that IK has made so many IK\u2019s like u. Keep gng"
"positive"	"Just finished my 2nd Moments of Triumph on PS4, first being on Xbox One. Does that make me like... a super guardian? http://t.co/53wP1D9CmL"
"positive"	"Great article in Rolling Stone on Rod Picott. Check it out!  I'll be interviewing Rod on the August 9th episode... http://t.co/7kJlzuCCWF"
"positive"	"Paul McCartney said; Great job!!! i liked it!! Jul 31, 2014 http://t.co/zIvyuty8Zs 21 songs for $10.00 Ken Dulin - http://t.co/ETOuRxKeDz"
"positive"	"Celebrate 3rd Day of  Eid Transmission With Dj Tariq &amp; Dj Adeel 10:00 Pm To 12:00 Mn Enjoy with FM 101 HApPy EiD... http://t.co/ZoryXFhEDZ"
"positive"	"Back to work tomorrow so off to the cinema to finally watch Ant-Man with Jackson. Heard good things, plus it's Marvel... It's gonna be mega!"
"positive"	"Be inspired by a stunning fashion parade from CIT fashion students at the Belconnen Arts Centre Melbourne Cup Lunch, it's on 6 November."
"positive"	"Bomb Squad bake sale Thursday the 25th !!! Don\u2019t miss out."
"positive"	"Anyone wanna see Jason Aldean with me on the today show on Friday?? Cristina won't go"
"positive"	"Ed Sheeran, Ant &amp; Dec &amp; the Royal Marines' Unbelievable Performance - Saturday Night Takeaway http://t.co/LAsdkjH1ro"
"positive"	"National Ice Cream Day is this Sunday! How about we celebrate early with @BucksIC? Open today 'til 5! http://t.co/aQoBSYqK53"
"positive"	"Me with a bow . Getting shipped to my boyfriends house in Milan , Paris strip club then back to his house https://t.co/qHVtRO08FT"
"positive"	"Finally sat and watched it. David Bowie's #Blackstar is PERFECT. More of this, less of everything else."
"positive"	"It makes me happy to see that Ron Jaworski isn\u2019t on Monday Night Football. Suck it @jawsespn"
"positive"	"We get to keep Curtis, right?  He's going to be a regular?  He's going to be in the Arrow Cave soon? https://t.co/oZZf9QhN05"
"positive"	"NYFW With Abbey Dawn !!!!! This seriouslly may seem to make me personally Laughter!   http://t.co/jjU8kXzm"
